Date,Value,Meat Type,Country,Value Category
1988-12-01,101.2,Bovine meat,Ireland,100-150
1988-12-01,0.2,Calf and young cattle,Ireland,0-50
1988-12-01,5.25,Calf and young cattle,Portugal,0-50
1988-12-01,39.96,Adult cattle,Portugal,0-50
1988-12-01,101.0,Adult cattle,Ireland,100-150
1988-12-01,45.21,Bovine meat,Portugal,0-50
1989-01-01,61.8,Adult cattle,Ireland,50-100
1989-01-01,61.9,Bovine meat,Ireland,50-100
1989-01-01,0.1,Calf and young cattle,Ireland,0-50
1989-01-01,44.94,Adult cattle,Portugal,0-50
1989-01-01,50.83,Bovine meat,Portugal,50-100
1989-01-01,5.89,Calf and young cattle,Portugal,0-50
1989-02-01,42.77,Bovine meat,Portugal,0-50
1989-02-01,37.68,Adult cattle,Portugal,0-50
1989-02-01,62.8,Adult cattle,Ireland,50-100
1989-02-01,0.2,Calf and young cattle,Ireland,0-50
1989-02-01,63.0,Bovine meat,Ireland,50-100
1989-02-01,5.09,Calf and young cattle,Portugal,0-50
1989-03-01,41.18,Adult cattle,Portugal,0-50
1989-03-01,46.94,Bovine meat,Portugal,0-50
1989-03-01,5.76,Calf and young cattle,Portugal,0-50
1989-03-01,128.2,Bovine meat,Ireland,100-150
1989-03-01,0.1,Calf and young cattle,Ireland,0-50
1989-03-01,128.1,Adult cattle,Ireland,100-150
1989-04-01,0.3,Calf and young cattle,Ireland,0-50
1989-04-01,44.31,Bovine meat,Portugal,0-50
1989-04-01,39.31,Adult cattle,Portugal,0-50
1989-04-01,5.0,Calf and young cattle,Portugal,0-50
1989-04-01,62.0,Adult cattle,Ireland,50-100
1989-04-01,62.3,Bovine meat,Ireland,50-100
1989-05-01,0.2,Calf and young cattle,Ireland,0-50
1989-05-01,43.04,Adult cattle,Portugal,0-50
1989-05-01,48.22,Bovine meat,Portugal,0-50
1989-05-01,5.18,Calf and young cattle,Portugal,0-50
1989-05-01,67.4,Adult cattle,Ireland,50-100
1989-05-01,67.6,Bovine meat,Ireland,50-100
1989-06-01,39.8,Adult cattle,Portugal,0-50
1989-06-01,5.36,Calf and young cattle,Portugal,0-50
1989-06-01,75.9,Adult cattle,Ireland,50-100
1989-06-01,0.1,Calf and young cattle,Ireland,0-50
1989-06-01,76.0,Bovine meat,Ireland,50-100
1989-06-01,45.17,Bovine meat,Portugal,0-50
1989-07-01,43.8,Adult cattle,Portugal,0-50
1989-07-01,95.7,Adult cattle,Ireland,50-100
1989-07-01,0.1,Calf and young cattle,Ireland,0-50
1989-07-01,49.59,Bovine meat,Portugal,0-50
1989-07-01,5.8,Calf and young cattle,Portugal,0-50
1989-07-01,95.8,Bovine meat,Ireland,50-100
1989-08-01,105.7,Bovine meat,Ireland,100-150
1989-08-01,0.2,Calf and young cattle,Ireland,0-50
1989-08-01,105.5,Adult cattle,Ireland,100-150
1989-08-01,8.35,Calf and young cattle,Portugal,0-50
1989-08-01,52.96,Adult cattle,Portugal,50-100
1989-08-01,61.31,Bovine meat,Portugal,50-100
1989-09-01,39.62,Adult cattle,Portugal,0-50
1989-09-01,5.32,Calf and young cattle,Portugal,0-50
1989-09-01,108.2,Bovine meat,Ireland,100-150
1989-09-01,108.1,Adult cattle,Ireland,100-150
1989-09-01,0.1,Calf and young cattle,Ireland,0-50
1989-09-01,44.95,Bovine meat,Portugal,0-50
1989-10-01,41.85,Adult cattle,Portugal,0-50
1989-10-01,0.3,Calf and young cattle,Ireland,0-50
1989-10-01,208.9,Bovine meat,Ireland,200-250
1989-10-01,208.6,Adult cattle,Ireland,200-250
1989-10-01,6.66,Calf and young cattle,Portugal,0-50
1989-10-01,48.5,Bovine meat,Portugal,0-50
1989-11-01,38.07,Adult cattle,Portugal,0-50
1989-11-01,277.2,Adult cattle,Ireland,250-280
1989-11-01,6.13,Calf and young cattle,Portugal,0-50
1989-11-01,277.6,Bovine meat,Ireland,250-280
1989-11-01,44.2,Bovine meat,Portugal,0-50
1989-11-01,0.4,Calf and young cattle,Ireland,0-50
1989-12-01,39.42,Adult cattle,Portugal,0-50
1989-12-01,45.91,Bovine meat,Portugal,0-50
1989-12-01,6.5,Calf and young cattle,Portugal,0-50
1989-12-01,114.5,Bovine meat,Ireland,100-150
1989-12-01,0.2,Calf and young cattle,Ireland,0-50
1989-12-01,114.3,Adult cattle,Ireland,100-150
1990-01-01,0.2,Calf and young cattle,Ireland,0-50
1990-01-01,96.3,Bovine meat,Ireland,50-100
1990-01-01,96.1,Adult cattle,Ireland,50-100
1990-01-01,6.45,Calf and young cattle,Portugal,0-50
1990-01-01,35.33,Adult cattle,Portugal,0-50
1990-01-01,41.77,Bovine meat,Portugal,0-50
1990-02-01,5.04,Calf and young cattle,Portugal,0-50
1990-02-01,34.92,Bovine meat,Portugal,0-50
1990-02-01,29.88,Adult cattle,Portugal,0-50
1990-02-01,88.6,Adult cattle,Ireland,50-100
1990-02-01,0.1,Calf and young cattle,Ireland,0-50
1990-02-01,88.7,Bovine meat,Ireland,50-100
1990-03-01,105.2,Adult cattle,Ireland,100-150
1990-03-01,105.3,Bovine meat,Ireland,100-150
1990-03-01,5.27,Calf and young cattle,Portugal,0-50
1990-03-01,0.1,Calf and young cattle,Ireland,0-50
1990-03-01,29.87,Adult cattle,Portugal,0-50
1990-03-01,35.14,Bovine meat,Portugal,0-50
1990-04-01,38.08,Bovine meat,Portugal,0-50
1990-04-01,88.0,Bovine meat,Ireland,50-100
1990-04-01,0.1,Calf and young cattle,Ireland,0-50
1990-04-01,33.13,Adult cattle,Portugal,0-50
1990-04-01,87.9,Adult cattle,Ireland,50-100
1990-04-01,4.96,Calf and young cattle,Portugal,0-50
1990-05-01,5.33,Calf and young cattle,Portugal,0-50
1990-05-01,95.4,Adult cattle,Ireland,50-100
1990-05-01,0.4,Calf and young cattle,Ireland,0-50
1990-05-01,95.8,Bovine meat,Ireland,50-100
1990-05-01,36.98,Adult cattle,Portugal,0-50
1990-05-01,42.31,Bovine meat,Portugal,0-50
1990-06-01,5.0,Calf and young cattle,Portugal,0-50
1990-06-01,36.82,Bovine meat,Portugal,0-50
1990-06-01,0.2,Calf and young cattle,Ireland,0-50
1990-06-01,101.4,Bovine meat,Ireland,100-150
1990-06-01,31.82,Adult cattle,Portugal,0-50
1990-06-01,101.2,Adult cattle,Ireland,100-150
1990-07-01,112.7,Adult cattle,Ireland,100-150
1990-07-01,38.51,Adult cattle,Portugal,0-50
1990-07-01,0.2,Calf and young cattle,Ireland,0-50
1990-07-01,112.9,Bovine meat,Ireland,100-150
1990-07-01,5.59,Calf and young cattle,Portugal,0-50
1990-07-01,44.1,Bovine meat,Portugal,0-50
1990-08-01,6.87,Calf and young cattle,Portugal,0-50
1990-08-01,53.23,Bovine meat,Portugal,50-100
1990-08-01,135.2,Bovine meat,Ireland,100-150
1990-08-01,0.2,Calf and young cattle,Ireland,0-50
1990-08-01,46.36,Adult cattle,Portugal,0-50
1990-08-01,135.0,Adult cattle,Ireland,100-150
1990-09-01,38.52,Bovine meat,Portugal,0-50
1990-09-01,160.0,Bovine meat,Ireland,150-200
1990-09-01,34.51,Adult cattle,Portugal,0-50
1990-09-01,4.01,Calf and young cattle,Portugal,0-50
1990-09-01,0.2,Calf and young cattle,Ireland,0-50
1990-09-01,159.8,Adult cattle,Ireland,150-200
1990-10-01,49.45,Bovine meat,Portugal,0-50
1990-10-01,6.04,Calf and young cattle,Portugal,0-50
1990-10-01,43.41,Adult cattle,Portugal,0-50
1990-10-01,0.3,Calf and young cattle,Ireland,0-50
1990-10-01,251.2,Adult cattle,Ireland,250-280
1990-10-01,251.5,Bovine meat,Ireland,250-280
1990-11-01,36.34,Adult cattle,Portugal,0-50
1990-11-01,41.95,Bovine meat,Portugal,0-50
1990-11-01,224.8,Adult cattle,Ireland,200-250
1990-11-01,5.61,Calf and young cattle,Portugal,0-50
1990-11-01,0.4,Calf and young cattle,Ireland,0-50
1990-11-01,225.2,Bovine meat,Ireland,200-250
1990-12-01,118.2,Bovine meat,Ireland,100-150
1990-12-01,0.4,Calf and young cattle,Ireland,0-50
1990-12-01,117.8,Adult cattle,Ireland,100-150
1990-12-01,39.09,Adult cattle,Portugal,0-50
1990-12-01,45.28,Bovine meat,Portugal,0-50
1990-12-01,6.19,Calf and young cattle,Portugal,0-50
1991-01-01,0.1,Calf and young cattle,Ireland,0-50
1991-01-01,110.6,Bovine meat,Ireland,100-150
1991-01-01,46.82,Bovine meat,Portugal,0-50
1991-01-01,110.5,Adult cattle,Ireland,100-150
1991-01-01,7.01,Calf and young cattle,Portugal,0-50
1991-01-01,39.81,Adult cattle,Portugal,0-50
1991-02-01,103.5,Bovine meat,Ireland,100-150
1991-02-01,31.18,Adult cattle,Portugal,0-50
1991-02-01,103.4,Adult cattle,Ireland,100-150
1991-02-01,0.1,Calf and young cattle,Ireland,0-50
1991-02-01,5.17,Calf and young cattle,Portugal,0-50
1991-02-01,36.35,Bovine meat,Portugal,0-50
1991-03-01,124.0,Adult cattle,Ireland,100-150
1991-03-01,124.1,Bovine meat,Ireland,100-150
1991-03-01,0.1,Calf and young cattle,Ireland,0-50
1991-03-01,37.05,Bovine meat,Portugal,0-50
1991-03-01,4.63,Calf and young cattle,Portugal,0-50
1991-03-01,32.42,Adult cattle,Portugal,0-50
1991-04-01,135.6,Adult cattle,Ireland,100-150
1991-04-01,135.9,Bovine meat,Ireland,100-150
1991-04-01,0.3,Calf and young cattle,Ireland,0-50
1991-04-01,6.3,Calf and young cattle,Portugal,0-50
1991-04-01,45.64,Bovine meat,Portugal,0-50
1991-04-01,39.34,Adult cattle,Portugal,0-50
1991-05-01,104.9,Bovine meat,Ireland,100-150
1991-05-01,104.7,Adult cattle,Ireland,100-150
1991-05-01,0.2,Calf and young cattle,Ireland,0-50
1991-05-01,5.52,Calf and young cattle,Portugal,0-50
1991-05-01,36.93,Adult cattle,Portugal,0-50
1991-05-01,42.45,Bovine meat,Portugal,0-50
1991-06-01,0.1,Calf and young cattle,Ireland,0-50
1991-06-01,115.0,Adult cattle,Ireland,100-150
1991-06-01,115.1,Bovine meat,Ireland,100-150
1991-06-01,38.16,Bovine meat,Portugal,0-50
1991-06-01,33.99,Adult cattle,Portugal,0-50
1991-06-01,4.16,Calf and young cattle,Portugal,0-50
1991-07-01,103.4,Adult cattle,Ireland,100-150
1991-07-01,44.42,Adult cattle,Portugal,0-50
1991-07-01,6.33,Calf and young cattle,Portugal,0-50
1991-07-01,50.75,Bovine meat,Portugal,50-100
1991-07-01,103.7,Bovine meat,Ireland,100-150
1991-07-01,0.3,Calf and young cattle,Ireland,0-50
1991-08-01,51.93,Bovine meat,Portugal,50-100
1991-08-01,44.61,Adult cattle,Portugal,0-50
1991-08-01,7.33,Calf and young cattle,Portugal,0-50
1991-08-01,0.4,Calf and young cattle,Ireland,0-50
1991-08-01,142.1,Adult cattle,Ireland,100-150
1991-08-01,142.5,Bovine meat,Ireland,100-150
1991-09-01,48.86,Bovine meat,Portugal,0-50
1991-09-01,7.31,Calf and young cattle,Portugal,0-50
1991-09-01,184.2,Adult cattle,Ireland,150-200
1991-09-01,0.3,Calf and young cattle,Ireland,0-50
1991-09-01,184.5,Bovine meat,Ireland,150-200
1991-09-01,41.55,Adult cattle,Portugal,0-50
1991-10-01,247.9,Bovine meat,Ireland,200-250
1991-10-01,247.4,Adult cattle,Ireland,200-250
1991-10-01,41.23,Adult cattle,Portugal,0-50
1991-10-01,48.9,Bovine meat,Portugal,0-50
1991-10-01,0.5,Calf and young cattle,Ireland,0-50
1991-10-01,7.67,Calf and young cattle,Portugal,0-50
1991-11-01,229.6,Bovine meat,Ireland,200-250
1991-11-01,229.3,Adult cattle,Ireland,200-250
1991-11-01,5.79,Calf and young cattle,Portugal,0-50
1991-11-01,34.94,Adult cattle,Portugal,0-50
1991-11-01,0.3,Calf and young cattle,Ireland,0-50
1991-11-01,40.73,Bovine meat,Portugal,0-50
1991-12-01,111.1,Adult cattle,Ireland,100-150
1991-12-01,0.2,Calf and young cattle,Ireland,0-50
1991-12-01,7.36,Calf and young cattle,Portugal,0-50
1991-12-01,42.65,Adult cattle,Portugal,0-50
1991-12-01,50.01,Bovine meat,Portugal,50-100
1991-12-01,111.3,Bovine meat,Ireland,100-150
1992-01-01,7.45,Calf and young cattle,Portugal,0-50
1992-01-01,36.57,Adult cattle,Portugal,0-50
1992-01-01,44.01,Bovine meat,Portugal,0-50
1992-01-01,0.2,Calf and young cattle,Ireland,0-50
1992-01-01,109.3,Adult cattle,Ireland,100-150
1992-01-01,109.5,Bovine meat,Ireland,100-150
1992-02-01,30.19,Adult cattle,Portugal,0-50
1992-02-01,35.89,Bovine meat,Portugal,0-50
1992-02-01,98.7,Bovine meat,Ireland,50-100
1992-02-01,0.1,Calf and young cattle,Ireland,0-50
1992-02-01,5.7,Calf and young cattle,Portugal,0-50
1992-02-01,98.6,Adult cattle,Ireland,50-100
1992-03-01,40.21,Bovine meat,Portugal,0-50
1992-03-01,6.5,Calf and young cattle,Portugal,0-50
1992-03-01,140.1,Bovine meat,Ireland,100-150
1992-03-01,140.0,Adult cattle,Ireland,100-150
1992-03-01,0.1,Calf and young cattle,Ireland,0-50
1992-03-01,33.71,Adult cattle,Portugal,0-50
1992-04-01,5.57,Calf and young cattle,Portugal,0-50
1992-04-01,122.5,Adult cattle,Ireland,100-150
1992-04-01,122.8,Bovine meat,Ireland,100-150
1992-04-01,38.99,Bovine meat,Portugal,0-50
1992-04-01,0.3,Calf and young cattle,Ireland,0-50
1992-04-01,33.41,Adult cattle,Portugal,0-50
1992-05-01,105.5,Adult cattle,Ireland,100-150
1992-05-01,6.53,Calf and young cattle,Portugal,0-50
1992-05-01,31.32,Adult cattle,Portugal,0-50
1992-05-01,37.85,Bovine meat,Portugal,0-50
1992-06-01,33.28,Adult cattle,Portugal,0-50
1992-06-01,5.76,Calf and young cattle,Portugal,0-50
1992-06-01,39.04,Bovine meat,Portugal,0-50
1992-06-01,104.3,Adult cattle,Ireland,100-150
1992-06-01,0.1,Calf and young cattle,Ireland,0-50
1992-06-01,104.4,Bovine meat,Ireland,100-150
1992-07-01,119.1,Adult cattle,Ireland,100-150
1992-07-01,6.58,Calf and young cattle,Portugal,0-50
1992-07-01,44.77,Bovine meat,Portugal,0-50
1992-07-01,38.19,Adult cattle,Portugal,0-50
1992-07-01,119.2,Bovine meat,Ireland,100-150
1992-07-01,0.1,Calf and young cattle,Ireland,0-50
1992-08-01,54.23,Bovine meat,Portugal,50-100
1992-08-01,45.67,Adult cattle,Portugal,0-50
1992-08-01,8.57,Calf and young cattle,Portugal,0-50
1992-08-01,121.8,Adult cattle,Ireland,100-150
1992-08-01,0.1,Calf and young cattle,Ireland,0-50
1992-08-01,121.9,Bovine meat,Ireland,100-150
1992-09-01,212.3,Bovine meat,Ireland,200-250
1992-09-01,51.21,Bovine meat,Portugal,50-100
1992-09-01,8.07,Calf and young cattle,Portugal,0-50
1992-09-01,43.14,Adult cattle,Portugal,0-50
1992-10-01,260.7,Bovine meat,Ireland,250-280
1992-10-01,7.54,Calf and young cattle,Portugal,0-50
1992-10-01,44.28,Bovine meat,Portugal,0-50
1992-10-01,36.74,Adult cattle,Portugal,0-50
1992-11-01,201.0,Bovine meat,Ireland,200-250
1992-11-01,7.11,Calf and young cattle,Portugal,0-50
1992-11-01,39.3,Adult cattle,Portugal,0-50
1992-11-01,46.4,Bovine meat,Portugal,0-50
1992-12-01,117.4,Bovine meat,Ireland,100-150
1992-12-01,50.86,Bovine meat,Portugal,50-100
1992-12-01,42.31,Adult cattle,Portugal,0-50
1992-12-01,8.55,Calf and young cattle,Portugal,0-50
1993-01-01,114.9,Adult cattle,Ireland,100-150
1993-01-01,6.65,Calf and young cattle,Portugal,0-50
1993-01-01,38.05,Adult cattle,Portugal,0-50
1993-01-01,44.7,Bovine meat,Portugal,0-50
1993-02-01,111.7,Bovine meat,Ireland,100-150
1993-02-01,5.93,Calf and young cattle,Portugal,0-50
1993-02-01,39.04,Bovine meat,Portugal,0-50
1993-02-01,33.11,Adult cattle,Portugal,0-50
1993-03-01,6.9,Calf and young cattle,Portugal,0-50
1993-03-01,45.66,Bovine meat,Portugal,0-50
1993-03-01,38.76,Adult cattle,Portugal,0-50
1993-03-01,126.4,Adult cattle,Ireland,100-150
1993-04-01,148.5,Adult cattle,Ireland,100-150
1993-04-01,37.01,Adult cattle,Portugal,0-50
1993-04-01,6.2,Calf and young cattle,Portugal,0-50
1993-04-01,43.21,Bovine meat,Portugal,0-50
1993-05-01,35.69,Adult cattle,Portugal,0-50
1993-05-01,41.5,Bovine meat,Portugal,0-50
1993-05-01,97.9,Adult cattle,Ireland,50-100
1993-05-01,98.0,Bovine meat,Ireland,50-100
1993-05-01,5.81,Calf and young cattle,Portugal,0-50
1993-05-01,0.1,Calf and young cattle,Ireland,0-50
1993-06-01,0.1,Calf and young cattle,Ireland,0-50
1993-06-01,107.9,Bovine meat,Ireland,100-150
1993-06-01,6.01,Calf and young cattle,Portugal,0-50
1993-06-01,39.8,Bovine meat,Portugal,0-50
1993-06-01,33.79,Adult cattle,Portugal,0-50
1993-06-01,107.8,Adult cattle,Ireland,100-150
1993-07-01,36.08,Adult cattle,Portugal,0-50
1993-07-01,42.26,Bovine meat,Portugal,0-50
1993-07-01,114.7,Adult cattle,Ireland,100-150
1993-07-01,6.18,Calf and young cattle,Portugal,0-50
1993-08-01,49.71,Bovine meat,Portugal,0-50
1993-08-01,42.42,Adult cattle,Portugal,0-50
1993-08-01,7.29,Calf and young cattle,Portugal,0-50
1993-08-01,127.0,Bovine meat,Ireland,100-150
1993-09-01,154.5,Bovine meat,Ireland,150-200
1993-09-01,6.14,Calf and young cattle,Portugal,0-50
1993-09-01,41.02,Bovine meat,Portugal,0-50
1993-09-01,34.88,Adult cattle,Portugal,0-50
1993-10-01,171.0,Bovine meat,Ireland,150-200
1993-10-01,5.42,Calf and young cattle,Portugal,0-50
1993-10-01,35.65,Bovine meat,Portugal,0-50
1993-10-01,30.23,Adult cattle,Portugal,0-50
1993-11-01,37.3,Bovine meat,Portugal,0-50
1993-11-01,31.81,Adult cattle,Portugal,0-50
1993-11-01,5.48,Calf and young cattle,Portugal,0-50
1993-11-01,215.3,Adult cattle,Ireland,200-250
1993-12-01,5.72,Calf and young cattle,Portugal,0-50
1993-12-01,30.52,Adult cattle,Portugal,0-50
1993-12-01,36.24,Bovine meat,Portugal,0-50
1993-12-01,110.5,Adult cattle,Ireland,100-150
1994-01-01,33.71,Bovine meat,Portugal,0-50
1994-01-01,5.32,Calf and young cattle,Portugal,0-50
1994-01-01,28.39,Adult cattle,Portugal,0-50
1994-01-01,92.5,Adult cattle,Ireland,50-100
1994-01-01,0.1,Calf and young cattle,Ireland,0-50
1994-01-01,92.6,Bovine meat,Ireland,50-100
1994-02-01,24.7,Adult cattle,Portugal,0-50
1994-02-01,28.84,Bovine meat,Portugal,0-50
1994-02-01,4.15,Calf and young cattle,Portugal,0-50
1994-02-01,84.8,Bovine meat,Ireland,50-100
1994-03-01,29.13,Adult cattle,Portugal,0-50
1994-03-01,33.98,Bovine meat,Portugal,0-50
1994-03-01,143.2,Bovine meat,Ireland,100-150
1994-03-01,4.86,Calf and young cattle,Portugal,0-50
1994-04-01,142.0,Adult cattle,Ireland,100-150
1994-04-01,3.16,Calf and young cattle,Portugal,0-50
1994-04-01,28.1,Bovine meat,Portugal,0-50
1994-04-01,24.94,Adult cattle,Portugal,0-50
1994-05-01,4.09,Calf and young cattle,Portugal,0-50
1994-05-01,32.97,Bovine meat,Portugal,0-50
1994-05-01,28.88,Adult cattle,Portugal,0-50
1994-05-01,72.5,Adult cattle,Ireland,50-100
1994-05-01,72.6,Bovine meat,Ireland,50-100
1994-05-01,0.1,Calf and young cattle,Ireland,0-50
1994-06-01,4.62,Calf and young cattle,Portugal,0-50
1994-06-01,29.74,Bovine meat,Portugal,0-50
1994-06-01,25.11,Adult cattle,Portugal,0-50
1994-06-01,87.1,Adult cattle,Ireland,50-100
1994-07-01,30.2,Bovine meat,Portugal,0-50
1994-07-01,4.64,Calf and young cattle,Portugal,0-50
1994-07-01,25.56,Adult cattle,Portugal,0-50
1994-07-01,84.0,Adult cattle,Ireland,50-100
1994-08-01,0.2,Calf and young cattle,Ireland,0-50
1994-08-01,123.9,Bovine meat,Ireland,100-150
1994-08-01,123.7,Adult cattle,Ireland,100-150
1994-08-01,33.24,Adult cattle,Portugal,0-50
1994-08-01,39.02,Bovine meat,Portugal,0-50
1994-08-01,5.78,Calf and young cattle,Portugal,0-50
1994-09-01,0.1,Calf and young cattle,Ireland,0-50
1994-09-01,158.6,Bovine meat,Ireland,150-200
1994-09-01,158.5,Adult cattle,Ireland,150-200
1994-09-01,26.92,Adult cattle,Portugal,0-50
1994-09-01,31.67,Bovine meat,Portugal,0-50
1994-09-01,4.75,Calf and young cattle,Portugal,0-50
1994-10-01,0.1,Calf and young cattle,Ireland,0-50
1994-10-01,160.6,Bovine meat,Ireland,150-200
1994-10-01,160.5,Adult cattle,Ireland,150-200
1994-10-01,4.47,Calf and young cattle,Portugal,0-50
1994-10-01,27.35,Adult cattle,Portugal,0-50
1994-10-01,31.82,Bovine meat,Portugal,0-50
1994-11-01,4.27,Calf and young cattle,Portugal,0-50
1994-11-01,181.7,Bovine meat,Ireland,150-200
1994-11-01,0.1,Calf and young cattle,Ireland,0-50
1994-11-01,30.16,Bovine meat,Portugal,0-50
1994-11-01,25.89,Adult cattle,Portugal,0-50
1994-11-01,181.6,Adult cattle,Ireland,150-200
1994-12-01,105.3,Bovine meat,Ireland,100-150
1994-12-01,4.59,Calf and young cattle,Portugal,0-50
1994-12-01,26.39,Adult cattle,Portugal,0-50
1994-12-01,30.98,Bovine meat,Portugal,0-50
1995-01-01,122.4,Bovine meat,Ireland,100-150
1995-01-01,5.4,Calf and young cattle,Portugal,0-50
1995-01-01,30.94,Bovine meat,Portugal,0-50
1995-01-01,25.53,Adult cattle,Portugal,0-50
1995-02-01,123.2,Adult cattle,Ireland,100-150
1995-02-01,4.3,Calf and young cattle,Portugal,0-50
1995-02-01,26.54,Bovine meat,Portugal,0-50
1995-02-01,22.24,Adult cattle,Portugal,0-50
1995-03-01,152.0,Bovine meat,Ireland,150-200
1995-03-01,4.95,Calf and young cattle,Portugal,0-50
1995-03-01,25.61,Adult cattle,Portugal,0-50
1995-03-01,30.56,Bovine meat,Portugal,0-50
1995-04-01,4.9,Calf and young cattle,Portugal,0-50
1995-04-01,142.2,Bovine meat,Ireland,100-150
1995-04-01,29.18,Bovine meat,Portugal,0-50
1995-04-01,24.29,Adult cattle,Portugal,0-50
1995-05-01,35.07,Bovine meat,Portugal,0-50
1995-05-01,118.2,Bovine meat,Ireland,100-150
1995-05-01,29.08,Adult cattle,Portugal,0-50
1995-05-01,5.99,Calf and young cattle,Portugal,0-50
1995-06-01,31.17,Bovine meat,Portugal,0-50
1995-06-01,25.99,Adult cattle,Portugal,0-50
1995-06-01,5.18,Calf and young cattle,Portugal,0-50
1995-06-01,88.9,Bovine meat,Ireland,50-100
1995-07-01,29.23,Adult cattle,Portugal,0-50
1995-07-01,83.6,Adult cattle,Ireland,50-100
1995-07-01,35.35,Bovine meat,Portugal,0-50
1995-07-01,6.12,Calf and young cattle,Portugal,0-50
1995-08-01,129.0,Adult cattle,Ireland,100-150
1995-08-01,41.06,Bovine meat,Portugal,0-50
1995-08-01,8.67,Calf and young cattle,Portugal,0-50
1995-08-01,32.4,Adult cattle,Portugal,0-50
1995-09-01,5.84,Calf and young cattle,Portugal,0-50
1995-09-01,32.98,Bovine meat,Portugal,0-50
1995-09-01,27.14,Adult cattle,Portugal,0-50
1995-09-01,139.3,Adult cattle,Ireland,100-150
1995-10-01,164.9,Adult cattle,Ireland,150-200
1995-10-01,29.07,Adult cattle,Portugal,0-50
1995-10-01,6.57,Calf and young cattle,Portugal,0-50
1995-10-01,35.63,Bovine meat,Portugal,0-50
1995-11-01,174.0,Adult cattle,Ireland,150-200
1995-11-01,5.54,Calf and young cattle,Portugal,0-50
1995-11-01,27.8,Adult cattle,Portugal,0-50
1995-11-01,33.33,Bovine meat,Portugal,0-50
1995-12-01,76.1,Adult cattle,Ireland,50-100
1995-12-01,34.37,Bovine meat,Portugal,0-50
1995-12-01,26.92,Adult cattle,Portugal,0-50
1995-12-01,7.46,Calf and young cattle,Portugal,0-50
1996-01-01,36.31,Bovine meat,Portugal,0-50
1996-01-01,30.26,Adult cattle,Portugal,0-50
1996-01-01,6.05,Calf and young cattle,Portugal,0-50
1996-01-01,118.2,Adult cattle,Ireland,100-150
1996-02-01,32.54,Bovine meat,Portugal,0-50
1996-02-01,27.38,Adult cattle,Portugal,0-50
1996-02-01,5.17,Calf and young cattle,Portugal,0-50
1996-02-01,146.3,Adult cattle,Ireland,100-150
1996-03-01,30.73,Bovine meat,Portugal,0-50
1996-03-01,24.24,Adult cattle,Portugal,0-50
1996-03-01,6.49,Calf and young cattle,Portugal,0-50
1996-03-01,0.2,Calf and young cattle,Ireland,0-50
1996-03-01,116.3,Adult cattle,Ireland,100-150
1996-03-01,116.5,Bovine meat,Ireland,100-150
1996-04-01,15.62,Adult cattle,Portugal,0-50
1996-04-01,20.51,Bovine meat,Portugal,0-50
1996-04-01,104.9,Bovine meat,Ireland,100-150
1996-04-01,104.6,Adult cattle,Ireland,100-150
1996-04-01,0.3,Calf and young cattle,Ireland,0-50
1996-04-01,4.89,Calf and young cattle,Portugal,0-50
1996-05-01,147.0,Adult cattle,Ireland,100-150
1996-05-01,147.4,Bovine meat,Ireland,100-150
1996-05-01,0.4,Calf and young cattle,Ireland,0-50
1996-05-01,5.18,Calf and young cattle,Portugal,0-50
1996-05-01,24.34,Bovine meat,Portugal,0-50
1996-05-01,19.16,Adult cattle,Portugal,0-50
1996-06-01,20.15,Adult cattle,Portugal,0-50
1996-06-01,88.7,Bovine meat,Ireland,50-100
1996-06-01,0.1,Calf and young cattle,Ireland,0-50
1996-06-01,88.6,Adult cattle,Ireland,50-100
1996-06-01,5.31,Calf and young cattle,Portugal,0-50
1996-06-01,25.46,Bovine meat,Portugal,0-50
1996-07-01,7.84,Calf and young cattle,Portugal,0-50
1996-07-01,37.99,Bovine meat,Portugal,0-50
1996-07-01,30.15,Adult cattle,Portugal,0-50
1996-07-01,117.2,Adult cattle,Ireland,100-150
1996-07-01,117.4,Bovine meat,Ireland,100-150
1996-07-01,0.2,Calf and young cattle,Ireland,0-50
1996-08-01,35.82,Bovine meat,Portugal,0-50
1996-08-01,29.13,Adult cattle,Portugal,0-50
1996-08-01,6.69,Calf and young cattle,Portugal,0-50
1996-08-01,0.3,Calf and young cattle,Ireland,0-50
1996-08-01,151.0,Adult cattle,Ireland,150-200
1996-08-01,151.3,Bovine meat,Ireland,150-200
1996-09-01,7.56,Calf and young cattle,Portugal,0-50
1996-09-01,34.87,Bovine meat,Portugal,0-50
1996-09-01,27.31,Adult cattle,Portugal,0-50
1996-09-01,144.8,Adult cattle,Ireland,100-150
1996-09-01,145.3,Bovine meat,Ireland,100-150
1996-09-01,0.5,Calf and young cattle,Ireland,0-50
1996-10-01,0.3,Calf and young cattle,Ireland,0-50
1996-10-01,222.0,Adult cattle,Ireland,200-250
1996-10-01,28.09,Adult cattle,Portugal,0-50
1996-10-01,7.75,Calf and young cattle,Portugal,0-50
1996-10-01,35.84,Bovine meat,Portugal,0-50
1996-10-01,222.3,Bovine meat,Ireland,200-250
1996-11-01,183.1,Adult cattle,Ireland,150-200
1996-11-01,0.2,Calf and young cattle,Ireland,0-50
1996-11-01,183.3,Bovine meat,Ireland,150-200
1996-11-01,31.1,Bovine meat,Portugal,0-50
1996-11-01,6.75,Calf and young cattle,Portugal,0-50
1996-11-01,24.36,Adult cattle,Portugal,0-50
